"Date","rstar","g","z","output gap","real rate gap","","","All results are output from the Stage 3 model.","","","","","","","","","","","","","","","Standard Errors","Date","y*","r*","g","","","rstar (smoothed)","g (smoothed)","z (smoothed)","output gap (smoothed)"
1965-01-01,4.49797870784698,4.26048176399774,-0.0139762988050099,2.01568912246796,-2.05867870784698,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.32505965058137,4.17394579265832,-0.095251633419396,1.74740056839903
1965-04-01,4.46937993514848,4.23758726013628,-0.0183292286517864,2.28513016944055,-1.89387993514848,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.31443426439552,4.16805900197787,-0.0996427634447739,2.14908360374955
1965-07-01,4.70211900574025,4.45346279608406,-0.0142076617104187,2.55841142564509,-2.12001900574025,NA,NA,"Signal-to-noise Ratios",NA,NA,NA,"Log Likelihood",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.28934668449055,4.15185216547387,-0.107566904763028,2.90701094271856
1965-10-01,4.90066186795586,4.63887292734145,-0.0120186900524343,2.95129564012791,-2.24026186795586,NA,NA,"lambda_g","0.064",NA,NA,"-592.842646903808",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.25086742070167,4.12594105935182,-0.118605669690214,3.74935723956901
1966-01-01,5.11911132133086,4.82112374879669,0.0134226595723855,3.52617035304911,-2.19411132133086,NA,NA,"lambda_z","0.022",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.20022638360672,4.08881790850459,-0.129932376714958,4.46227413960435
1966-04-01,4.88438685151561,4.56909846873569,0.0455991617981667,3.85815912378609,-1.81868685151561,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.16019120837323,4.06082557744173,-0.140322984671053,4.27647602225079
1966-07-01,4.87305988503584,4.5336387364333,0.0718249242253139,3.80383187642019,-1.29795988503584,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.11915216867342,4.03217736880996,-0.151022866611765,4.08135677588757
1966-10-01,4.86057216688228,4.50651953861625,0.0880571037605628,3.66632879294161,-1.13427216688228,NA,NA,"State vector: [y_{t}* y_{t-1}* y_{t-2}* g_{t} g_{t-1} g_{t-2} z_{t} z_{t-1} z_{t-2}]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.07702123965795,4.00275564056487,-0.16199546156709,3.86384093502795
1967-01-01,4.82416204612111,4.53316678967701,0.0234268885365802,3.07790814067937,-1.66626204612111,NA,NA,"Initial State Vector",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.03395086700812,3.97184778926003,-0.172333659274135,3.61117777649315
1967-04-01,4.64108240754845,4.36262005719367,0.0209604355428002,2.75247986238412,-2.43098240754845,NA,NA,"818.324541263865","817.163749377358","816.003051717125","1.16079188650708","1.16069766023319","1.16065050471157","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.99870631033866,3.9480546110907,-0.182380654890184,3.09351788163826
1967-07-01,4.68795820581072,4.37190290480775,0.0580054698003327,2.68461358495324,-2.79235820581072,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.95987780426731,3.92157163453269,-0.193163037238704,2.93016997701727
1967-10-01,4.64959156390588,4.30863092602704,0.0866454100742545,2.72942799600548,-2.61429156390588,NA,NA,"Initial Covariance Matrix",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.92042410010719,3.89637400413273,-0.205931830880113,2.91744741445541
1968-01-01,4.87339430606088,4.4743185519165,0.134980880079548,3.07389487530656,-2.36789430606088,NA,NA,"0.650972190410919","0.2","0","0.2","0.2","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.86667622197126,3.86000965985307,-0.221168973769459,3.43236161834409
1968-04-01,4.95970567283119,4.52978063269658,0.162556538796923,3.4530499494814,-1.44120567283119,NA,NA,"0.2","0.2","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.80653239503217,3.81806732074486,-0.236894831705804,3.81869706636917
1968-07-01,4.86924386297814,4.44326493322208,0.163716983191404,3.48537298320957,-1.84004386297814,NA,NA,"0","0","0.2","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.74918669769334,3.7783594470704,-0.252188913909719,3.742473522213
1968-10-01,4.75714886193032,4.33303226091588,0.168361094117129,3.27819388654223,-2.37864886193032,NA,NA,"0.2","0","0","0.201027982091923","0.2","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.69480627612729,3.74232723968554,-0.268410341372184,3.47255373069879
1969-01-01,4.88742660844689,4.4630400447333,0.160957399052241,3.14269493325094,-2.46312660844689,NA,NA,"0.2","0","0","0.2","0.2","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.63068346395704,3.69737295170107,-0.284925456578194,3.5715161667755
1969-04-01,4.72581844564893,4.30091548304391,0.171043135755749,3.09336339241884,-0.869418445648926,NA,NA,"0","0","0","0","0","0.2","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.57407815585526,3.65848795157332,-0.300350592875786,3.24670809401721
1969-07-01,4.68058400259786,4.26671665345793,0.16202609461355,2.80700534650418,0.0896159974021398,NA,NA,"0","0","0","0","0","0","0.216488169882193","0.2","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.51905126834364,3.61933595834147,-0.313914556317263,2.85471804650774
1969-10-01,4.40860832415666,4.04007375185615,0.130070824954658,2.18821364744804,0.0723916758433392,NA,NA,"0","0","0","0","0","0","0.2","0.2","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.47754936429491,3.59077757295202,-0.325172427630384,1.95645180515749
1970-01-01,4.26510034860539,3.93150783039778,0.101536831222817,1.44040467105538,0.179999651394606,NA,NA,"0","0","0","0","0","0","0","0","0.2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.44214248399453,3.56693750942915,-0.335332094134456,1.12530104958068
1970-04-01,4.18602651328178,3.86348817875535,0.0944974804432281,0.887127913382983,-0.564126513281778,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.40968501305321,3.5455427414901,-0.345131979463166,0.499411363634863
1970-07-01,4.22351935333634,3.91901573233333,0.0731852751410842,0.529304881489566,-1.77751935333634,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.37498988558066,3.52006611555136,-0.352846733277444,0.148247896076782
1970-10-01,3.86504999634857,3.53761488418954,0.118628799758736,0.329403950059486,-3.61134999634857,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.35998258584156,3.51339583092431,-0.3607900374907,-0.649053105129042
1971-01-01,4.26740997938502,3.90787036410718,0.12887912034537,0.468802127447361,-5.35060997938502,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.32196136017466,3.4857519162476,-0.369535677405068,-0.0753377058747446
1971-04-01,4.04407504023042,3.7181292061629,0.106484735563979,0.834617551119777,-4.40707504023042,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.29585689488418,3.46713319350643,-0.375922457245195,-0.00936908089352073
1971-07-01,3.89714741524682,3.64457096030459,0.0374571026623846,0.876894716913625,-2.59364741524682,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.27551299809925,3.45231056833948,-0.380568829304419,0.0623268853161107
1971-10-01,3.5982525677646,3.50192984295009,-0.110377292210792,0.457572935868711,-2.1380525677646,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.26412822274852,3.44653549553601,-0.385837660474941,0.0219599168833611
1972-01-01,3.75346177976074,3.66360513182018,-0.126386188747251,0.626436028621129,-4.13356177976075,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.24038585811152,3.4318609190541,-0.394039287586071,0.627926232764139
1972-04-01,3.86277987332626,3.84796477526714,-0.212309493303474,0.904125453174402,-2.02397987332626,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.20497552126939,3.40744038016224,-0.403587672934985,1.51272331360894
1972-07-01,3.73265272626822,3.74768516091349,-0.236238061629999,1.27676011631797,-2.08975272626822,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.17298486613639,3.38767951588714,-0.414651086633637,1.98382205987059
1972-10-01,3.79007548049449,3.85227280662656,-0.289576197333284,1.39214007266253,-1.12847548049448,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.13100493449773,3.36205692044434,-0.42949605931801,2.68512660326758
1973-01-01,4.00974374104297,4.08160445074494,-0.312775790042021,1.77190688827363,-0.103643741042968,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.07249398367441,3.3229504503935,-0.446592296239869,3.60807010450571
1973-04-01,4.0423894619237,4.01950905396134,-0.214369516264348,2.36385707171848,-0.309689461923704,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.0153399071801,3.2840361896111,-0.462535213176819,3.80403881484517
1973-07-01,3.76482644296925,3.74502234069723,-0.201244352807867,2.10425873862232,2.72157355703075,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.97229361887915,3.25812674829402,-0.478142765685489,3.2249649950104
1973-10-01,3.88693632589911,3.84119365423248,-0.180982256968293,1.72117421013468,1.69326367410089,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.92258444419652,3.22534339824716,-0.493133566115543,2.89076256415933
1974-01-01,3.66739005570344,3.57038206731221,-0.113732393968516,1.28670408673133,0.448809944296563,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.88776051056131,3.20494949993016,-0.506359859691804,1.86583501184509
1974-04-01,3.78201460144867,3.53958466539248,0.0335073581033431,1.12066367936893,-0.359114601448674,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.85416905218042,3.18333257079915,-0.51705845829207,1.06551939978772
1974-07-01,3.62279501505504,3.24209187380821,0.189339957069152,0.995618329138665,-1.50319501505504,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.83849753210985,3.17491516476271,-0.523815738280671,-0.131067492466627
1974-10-01,3.45732086598715,3.11052230278631,0.163201220656167,0.329396128349345,-3.07132086598715,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.83421779619468,3.17322807553627,-0.526308805198404,-1.18140381985722
1975-01-01,2.98800786076702,2.80875397808148,0.0134682955590283,-0.658471990263251,-3.55910786076702,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.85138840583009,3.18949498449536,-0.526365252357593,-2.2673915345332
1975-04-01,2.87446826023015,2.87394417666602,-0.169109329121889,-1.36160019451938,-2.88146826023015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.86684266862957,3.20497451039426,-0.527304188320343,-2.34541610469
1975-07-01,2.98281522209192,3.00604882844379,-0.200664443599823,-1.04822905420826,-2.24381522209192,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.87490646827109,3.21431472437583,-0.529131905078095,-1.76355706684717
1975-10-01,3.00954386917558,3.01371747486308,-0.1820570817422,-0.452582178641819,-3.30314386917558,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.8817912429149,3.22353840352991,-0.532015233584184,-1.1655793373086
1976-01-01,3.17102181232488,3.19943985289307,-0.217263706164765,0.107025294112304,-3.66592181232489,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.87899274577916,3.22330744559202,-0.534569140581553,-0.339958555031217
1976-04-01,2.89858037902537,3.08840357770844,-0.372114992271817,0.195548089701219,-2.08118037902537,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.88647232703357,3.23067028299898,-0.534886985285455,-0.0977561466082761
1976-07-01,2.82561654855176,2.97547162725632,-0.325481108806312,0.575560598613947,-3.35021654855176,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.90180908793239,3.24408311784302,-0.533754746475988,-0.0904912921738514
1976-10-01,2.79631535198952,2.93063497215123,-0.30729918451766,0.793670683623191,-3.50281535198953,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.92050266996554,3.26044748708302,-0.532391434072667,-0.0163963934520552
1977-01-01,2.85523168938415,2.9605690615564,-0.280083784257082,1.16503419096659,-4.10043168938415,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.93695523892284,3.27576968218628,-0.532165446694307,0.358867177092634
1977-04-01,2.97422913451861,3.11313442014868,-0.322656807363788,1.56512102971521,-3.21152913451861,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.9447811795357,3.28392652082123,-0.532977798874616,1.09013165503563
1977-07-01,3.09853050509594,3.19674232765206,-0.286898267797573,2.27647627196109,-3.07753050509594,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.94926882502128,3.28742224812156,-0.532192214603776,1.67071019652496
1977-10-01,2.79442800733335,2.98398736089846,-0.365688021460245,2.268601462589,-1.42502800733335,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.96860995192139,3.30349170397066,-0.529869036796941,1.51627134881346
1978-01-01,2.7045065113731,2.91451152456562,-0.38203289746352,2.12114398936728,-1.4243065113731,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.98912014608734,3.32461393988116,-0.531727810120397,1.59083785470796
1978-04-01,3.37480226403027,3.48012496317488,-0.310735691808236,2.78365870461198,-2.05680226403027,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.97359271941446,3.31514185331059,-0.537224064077874,2.91897870333389
1978-07-01,3.29416633469708,3.39841193266207,-0.304835511482077,3.30416409848215,-0.956366334697076,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.96216435487568,3.30963470307395,-0.542820221026288,3.34869258849926
1978-10-01,3.40111581800343,3.46481314757433,-0.268206548404883,3.5616713102504,0.370984181996574,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.94641329907526,3.29981012969798,-0.548166811912312,3.57153466907857
1979-01-01,3.10737839380773,3.38287019565356,-0.475164370513545,2.81595496752641,2.46392160619227,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.93783074645033,3.29588931972836,-0.552597130317614,3.22731435553408
1979-04-01,3.25975247742289,3.29321482418667,-0.227843042767076,2.99368069682851,-0.143852477422893,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.93158477402031,3.2944598011039,-0.557329207354582,2.68502823500057
1979-07-01,3.29825825165379,3.3794444214001,-0.28065653345041,2.41374648980798,1.68894174834621,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.92063430356714,3.28866586665092,-0.562143758676667,2.34039555899335
1979-10-01,3.26950922831579,3.32995872808193,-0.256998990091814,2.08999783554748,4.36759077168421,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.9130419676738,3.28500870492312,-0.565863070324884,1.82740036128257
1980-01-01,3.39376989373146,3.316964596767,-0.118977219925283,1.90631821978684,4.76423010626854,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.90802317296032,3.28037712908659,-0.565976912279039,1.02213344087534
1980-04-01,2.92232268222263,2.92319387708728,-0.173411551542157,0.659892531603532,3.18257731777737,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.9284269831769,3.29749831077861,-0.563704854698496,-0.705484240275609
1980-07-01,2.97098421675897,2.97180192044264,-0.176227130799394,-0.415398908696716,-0.000684216758970457,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.94427560614511,3.31292170006771,-0.564189980441642,-1.57412492011679
1980-10-01,3.39885123004099,3.25161675439075,-0.0446909108178571,-0.304363832421018,5.64994876995902,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.94011265822143,3.31264523040961,-0.56806014019555,-1.29039713504937
1981-01-01,3.61587473488599,3.47463038134354,-0.0638443236125821,-0.219297828643107,6.71602526511401,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.92326892647488,3.30008560569448,-0.571602920370394,-0.949559264850905
1981-04-01,3.23589650360687,3.2436960486883,-0.199257415043772,-1.0676365427488,9.61850349639313,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.92060709228725,3.30068736542186,-0.574902032914121,-1.73712445627621
1981-07-01,3.48458612831576,3.48846525520891,-0.209784401978971,-1.81097316897501,9.36731387168424,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.90439571693374,3.2877848432558,-0.577449319859236,-2.24543963909889
1981-10-01,3.18667411229373,3.28140999918264,-0.288419807788562,-2.99631352243262,4.80142588770627,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.90392743241345,3.28601166296532,-0.57603976282721,-3.73550338201005
1982-01-01,2.77565918489838,3.04191073027349,-0.445799117124098,-4.61799086470319,6.77854081510162,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.92025705044956,3.29854644179396,-0.572984783957746,-5.36075494279669
1982-04-01,2.84254791636357,3.15743891475786,-0.501257575312074,-5.54680117950534,7.25315208363643,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.93190401542333,3.3057279081857,-0.56894316857499,-6.11631400353508
1982-07-01,2.81549398283802,3.01623668650426,-0.378774875186731,-5.84208734635558,2.23730601716198,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.95283977730513,3.31988721938222,-0.563002465605009,-7.02039063671157
